,uid,タイトル字数,タイトル語数,タイトル名詞数,原稿字数,原稿語数,原稿異なり語数,原稿名詞数,原稿異なり名詞数,原稿文数,文平均字数,文平均語数,文平均名詞数
895,sj_26280e979dfc4a49,31,14,8,1521.0,741.0,289.0,346.0,192.0,102.0,13.92156862745098,7.254901960784314,3.3823529411764706
896,sj_509c9a95c511b8fb,17,5,4,1599.0,789.0,343.0,391.0,244.0,105.0,14.238095238095237,7.514285714285714,3.723809523809524
897,sj_5ea8fd70b4ab8486,14,4,3,1142.0,616.0,266.0,270.0,167.0,65.0,16.584615384615386,9.476923076923077,4.1692307692307695
910,sj_767e08fe053a3b43,17,5,4,1266.0,681.0,296.0,297.0,187.0,58.0,20.844827586206897,11.741379310344827,5.137931034482759
912,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,862.0,1138.0,563.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
921,sj_678320a468e90097,17,10,6,623.0,276.0,164.0,135.0,107.0,30.0,19.8,9.2,4.5
925,sj_509c9a95c511b8fb,17,5,4,1599.0,789.0,343.0,391.0,244.0,105.0,14.238095238095237,7.514285714285714,3.723809523809524
22,sj_1f66ac0299fc4c28,22,12,10,1971.0,1006.0,442.0,464.0,302.0,92.0,20.434782608695652,10.934782608695652,5.043478260869565
25,sj_e14f5cb758ffbbd1,29,16,10,1981.0,976.0,415.0,482.0,304.0,121.0,15.380165289256198,8.066115702479339,3.9834710743801653
27,sj_223c79105b504490,29,12,10,702.0,324.0,184.0,180.0,131.0,44.0,14.977272727272727,7.340909090909091,4.068181818181818
30,sj_daa6b0dfe6c5894b,12,6,4,1001.0,468.0,250.0,227.0,176.0,57.0,16.57894736842105,8.210526315789474,3.982456140350877
33,sj_fbadd5bdb79bddd0,10,4,4,715.0,374.0,205.0,167.0,126.0,47.0,14.23404255319149,7.957446808510638,3.5531914893617023
47,sj_79f9f58fe65aa825,17,6,5,1134.0,567.0,296.0,319.0,216.0,45.0,24.22222222222222,12.577777777777778,7.088888888888889
48,sj_7c0b1bbac7ffda63,22,9,5,5265.0,2711.0,837.0,1186.0,600.0,143.0,35.82517482517483,18.958041958041957,8.286713286713287
50,sj_36eb9b46d8ec499b,14,7,5,1520.0,705.0,358.0,353.0,254.0,58.0,25.224137931034484,12.137931034482758,6.068965517241379
52,sj_92fa034f1b2632b9,14,5,4,3079.0,1649.0,501.0,661.0,381.0,201.0,14.323383084577115,8.203980099502488,3.2786069651741294
53,sj_dbe054af4f23dd22,17,6,4,491.0,200.0,132.0,115.0,91.0,36.0,12.666666666666666,5.555555555555555,3.2222222222222223
54,sj_0e173f4ffe20986d,22,11,6,1035.0,519.0,242.0,230.0,159.0,58.0,16.862068965517242,8.948275862068966,3.9827586206896552
77,sj_a5fc4148320e2c8a,11,5,4,1258.0,638.0,318.0,330.0,239.0,88.0,13.306818181818182,7.25,3.75
114,sj_ef30d511758a6349,22,10,7,1304.0,663.0,301.0,349.0,221.0,75.0,16.4,8.84,4.653333333333333
145,sj_31945aed37bffd04,22,7,6,1782.0,924.0,361.0,445.0,244.0,92.0,18.380434782608695,10.032608695652174,4.858695652173913
169,sj_6ef3b19f9e8e769e,17,6,5,2026.0,978.0,338.0,542.0,244.0,108.0,17.76851851851852,9.055555555555555,5.027777777777778
321,sj_c410653e83f56bc1,23,11,7,1499.0,753.0,324.0,367.0,214.0,69.0,20.73913043478261,10.898550724637682,5.304347826086956
322,sj_6744e04b348aa316,90,43,25,2247.0,1105.0,413.0,525.0,297.0,139.0,15.172661870503598,7.9496402877697845,3.7697841726618706
326,sj_e3cbdd8e62917a8b,24,9,5,568.0,263.0,157.0,146.0,111.0,42.0,12.547619047619047,6.261904761904762,3.4761904761904763
327,sj_e3304b77ef4f95a0,19,6,5,1207.0,622.0,303.0,284.0,217.0,60.0,19.133333333333333,10.383333333333333,4.733333333333333
328,sj_68f948d22a354541,49,21,14,2196.0,1177.0,302.0,339.0,192.0,103.0,20.33009708737864,11.427184466019417,3.29126213592233
331,sj_1174ff1d725144bb,23,6,5,577.0,287.0,150.0,166.0,119.0,47.0,11.297872340425531,6.1063829787234045,3.5319148936170213
332,sj_695a61e74b28471b,54,23,12,2004.0,887.0,390.0,430.0,279.0,125.0,15.04,7.088,3.424
333,sj_f71da50512e3a331,29,14,9,593.0,272.0,154.0,154.0,111.0,42.0,13.142857142857142,6.476190476190476,3.6666666666666665
334,sj_b9aa9549f5306d96,28,9,5,923.0,418.0,215.0,211.0,148.0,52.0,16.76923076923077,8.038461538461538,4.0576923076923075
336,sj_bcc629dce0d47ff6,9,2,2,923.0,418.0,215.0,211.0,148.0,52.0,16.76923076923077,8.038461538461538,4.0576923076923075
337,sj_5a71b10145a398c0,22,5,5,1006.0,470.0,251.0,283.0,180.0,65.0,14.492307692307692,7.230769230769231,4.369230769230769
338,sj_f970e5caff674518,28,13,8,551.0,256.0,142.0,146.0,103.0,42.0,12.142857142857142,6.095238095238095,3.5238095238095237
339,sj_565c3b0a88e39a1d,19,10,6,1318.0,647.0,265.0,354.0,184.0,76.0,16.355263157894736,8.513157894736842,4.657894736842105
341,sj_0d75cba4030664cb,16,5,4,1000.0,551.0,267.0,228.0,170.0,62.0,15.14516129032258,8.887096774193548,3.693548387096774
342,sj_003f8a772c31098b,16,5,4,923.0,470.0,260.0,236.0,181.0,60.0,14.4,7.833333333333333,3.95
344,sj_cca246f444405a4d,16,5,4,1001.0,553.0,274.0,232.0,179.0,62.0,15.161290322580646,8.919354838709678,3.7580645161290325
345,sj_58c3655dc54f2918,30,15,10,1901.0,790.0,369.0,393.0,276.0,61.0,30.18032786885246,12.950819672131148,6.459016393442623
346,sj_1b54fbe11c04a4f4,16,5,4,1029.0,544.0,269.0,238.0,178.0,65.0,14.846153846153847,8.36923076923077,3.6769230769230767
351,sj_76d6d7ea618f90a2,23,12,8,1129.0,548.0,266.0,284.0,186.0,61.0,17.524590163934427,8.98360655737705,4.655737704918033
352,sj_776ae592928785c2,30,12,8,1979.0,1008.0,356.0,461.0,252.0,95.0,19.842105263157894,10.610526315789473,4.852631578947369
357,sj_970ad7abf382e6fe,8,2,2,1226.0,590.0,274.0,298.0,191.0,95.0,11.91578947368421,6.2105263157894735,3.1578947368421053
361,sj_717f4559d50ffd30,23,10,7,1201.0,619.0,273.0,368.0,209.0,76.0,14.81578947368421,8.144736842105264,4.842105263157895
363,sj_38cf1e9427e3dfe2,33,17,11,2243.0,1165.0,413.0,534.0,294.0,108.0,19.77777777777778,10.787037037037036,4.953703703703703
378,sj_b826b82ded1a8870,9,4,3,1336.0,618.0,291.0,350.0,223.0,89.0,14.02247191011236,6.943820224719101,3.943820224719101
380,sj_b06892185722f0c5,22,10,7,1238.0,634.0,283.0,330.0,204.0,72.0,16.208333333333332,8.805555555555555,4.583333333333333
382,sj_ef30d511758a6349,22,10,7,1304.0,663.0,301.0,349.0,221.0,75.0,16.4,8.84,4.653333333333333
432,sj_e3815d50ada293f5,17,7,6,1487.0,792.0,317.0,332.0,208.0,62.0,23.0,12.774193548387096,5.370967741935484
467,sj_075513476150b815,12,3,3,1651.0,770.0,305.0,332.0,223.0,105.0,14.733333333333333,7.333333333333333,3.1619047619047618
479,sj_06759a11fb810bbd,10,4,4,1042.0,557.0,254.0,264.0,180.0,63.0,15.555555555555555,8.841269841269842,4.190476190476191
482,sj_cc8d64094fd1dfd3,6,2,2,609.0,247.0,164.0,163.0,120.0,21.0,28.047619047619047,11.761904761904763,7.761904761904762
506,sj_223c79105b504490,29,12,10,702.0,324.0,184.0,180.0,131.0,44.0,14.977272727272727,7.340909090909091,4.068181818181818
507,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
508,sj_12f4d551bcae7020,20,8,6,961.0,440.0,237.0,216.0,166.0,54.0,16.814814814814813,8.148148148148149,4.0
511,sj_ef30d511758a6349,22,10,7,1264.0,644.0,288.0,338.0,210.0,72.0,16.569444444444443,8.944444444444445,4.694444444444445
519,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
523,sj_107f70eb105d0700,23,11,7,1419.0,661.0,310.0,316.0,219.0,66.0,20.515151515151516,10.015151515151516,4.7727272727272725
526,sj_c2135173312641ba,45,16,10,2131.0,975.0,412.0,493.0,304.0,128.0,15.65625,7.6171875,3.8515625
527,sj_e2afce3b86b20838,29,6,6,2670.0,1429.0,485.0,689.0,340.0,106.0,24.19811320754717,13.481132075471699,6.5
528,sj_55b7dc8bc0569b8c,19,3,3,4955.0,2472.0,802.0,1122.0,606.0,208.0,22.826923076923077,11.884615384615385,5.394230769230769
530,sj_5dc44c435f2e4827,16,3,3,4061.0,1890.0,651.0,935.0,512.0,170.0,22.894117647058824,11.117647058823529,5.5058823529411764
533,sj_47922f75a86d22cc,7,3,3,902.0,411.0,207.0,207.0,143.0,58.0,14.568965517241379,7.086206896551724,3.5689655172413794
534,sj_296aacf6897bf886,24,8,5,3148.0,1658.0,488.0,675.0,372.0,206.0,14.28640776699029,8.048543689320388,3.266990291262136
565,sj_ea618a24b1ab775c,41,16,11,2948.0,1405.0,541.0,726.0,417.0,180.0,15.383333333333333,7.805555555555555,4.038888888888889
593,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
595,sj_3a0f2b27bca0317d,34,19,10,1531.0,747.0,372.0,358.0,265.0,61.0,24.114754098360656,12.245901639344263,5.868852459016393
611,sj_0807c5d45fba571c,9,4,3,2118.0,1037.0,450.0,509.0,332.0,106.0,18.99056603773585,9.764150943396226,4.7924528301886795
659,sj_6e57f9531ccbd8ff,9,4,3,1118.0,509.0,260.0,273.0,192.0,74.0,14.121621621621621,6.878378378378378,3.689189189189189
663,sj_69b3ec8b6432a353,9,4,3,1243.0,610.0,264.0,311.0,192.0,79.0,14.746835443037975,7.7215189873417724,3.949367088607595
702,sj_fbcf60023abb53fd,23,7,7,624.0,314.0,157.0,161.0,112.0,40.0,14.625,7.85,4.0
718,sj_c6a8408c00f8886c,26,15,9,1467.0,750.0,265.0,445.0,197.0,63.0,22.3015873015873,11.936507936507937,7.031746031746032
719,sj_4b82e7d84630ac8f,21,10,7,2232.0,1038.0,436.0,571.0,341.0,118.0,17.923728813559322,8.796610169491526,4.838983050847458
720,sj_e1dc971e40c3fdb8,12,4,3,1123.0,534.0,236.0,300.0,170.0,84.0,12.380952380952381,6.357142857142857,3.5952380952380953
721,sj_5907b03fdcd3e684,39,18,12,1558.0,823.0,362.0,368.0,240.0,71.0,20.95774647887324,11.591549295774648,5.183098591549296
722,sj_3d9ee6de104755f0,16,6,4,470.0,202.0,127.0,115.0,98.0,42.0,10.214285714285714,4.809523809523809,2.7142857142857144
723,sj_99f7f50c04bc2a8e,28,16,10,600.0,290.0,154.0,168.0,113.0,42.0,13.30952380952381,6.904761904761905,3.9761904761904763
724,sj_47af7054e4e7b42b,28,13,7,1513.0,732.0,272.0,422.0,201.0,55.0,26.527272727272727,13.309090909090909,7.672727272727273
725,sj_9a4a44a42170a064,14,4,2,1748.0,896.0,351.0,345.0,209.0,101.0,16.316831683168317,8.900990099009901,3.396039603960396
729,sj_c53c7e172f855850,25,14,10,606.0,293.0,151.0,171.0,111.0,42.0,13.452380952380953,6.976190476190476,4.0476190476190474
730,sj_d456a9367134f88e,42,22,14,2153.0,1093.0,384.0,508.0,278.0,106.0,19.32075471698113,10.31132075471698,4.7924528301886795
731,sj_bdef42e09f4a86ee,17,6,5,1995.0,921.0,385.0,419.0,274.0,113.0,16.663716814159294,8.150442477876107,3.7079646017699117
732,sj_c096661eb6a89c5b,29,13,10,926.0,439.0,217.0,271.0,162.0,60.0,14.45,7.316666666666666,4.516666666666667
733,sj_7195537e5c7e348f,28,13,7,1324.0,678.0,244.0,393.0,178.0,57.0,22.24561403508772,11.894736842105264,6.859649122807017
735,sj_cb158824e9cd9c88,32,15,8,1166.0,566.0,229.0,340.0,173.0,47.0,23.829787234042552,12.042553191489361,7.191489361702128
736,sj_6b00c6b42e5a9360,42,17,12,1419.0,646.0,309.0,352.0,218.0,96.0,13.791666666666666,6.71875,3.6666666666666665
738,sj_d807720b0674f803,38,17,10,2169.0,948.0,391.0,453.0,282.0,129.0,15.821705426356589,7.348837209302325,3.511627906976744
739,sj_aa17d6a711ac884b,16,7,5,935.0,396.0,191.0,280.0,150.0,60.0,14.6,6.6,4.666666666666667
740,sj_c604da63b188c2ef,48,18,13,1692.0,779.0,369.0,414.0,272.0,120.0,13.108333333333333,6.491666666666666,3.45
741,sj_f4e9f8b44494bd17,37,16,13,1708.0,808.0,369.0,430.0,275.0,91.0,17.78021978021978,8.87912087912088,4.7032967032967035
742,sj_1b974b79af16207f,16,8,6,1015.0,482.0,214.0,256.0,140.0,56.0,17.142857142857142,8.607142857142858,4.571428571428571
743,sj_428ff4fb56bfb7ef,12,6,4,996.0,458.0,245.0,222.0,170.0,57.0,16.49122807017544,8.035087719298245,3.8947368421052633
744,sj_82ce0786355167f7,24,13,9,1421.0,676.0,274.0,346.0,191.0,100.0,13.22,6.76,3.46
745,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
747,sj_daa6b0dfe6c5894b,12,6,4,1001.0,468.0,250.0,227.0,176.0,57.0,16.57894736842105,8.210526315789474,3.982456140350877
756,sj_d807720b0674f803,38,17,10,2169.0,948.0,391.0,453.0,282.0,129.0,15.821705426356589,7.348837209302325,3.511627906976744
759,sj_6b00c6b42e5a9360,42,17,12,1419.0,646.0,309.0,352.0,218.0,96.0,13.791666666666666,6.71875,3.6666666666666665
760,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
762,sj_697278f2c72036f5,15,8,4,792.0,408.0,201.0,215.0,135.0,45.0,16.622222222222224,9.066666666666666,4.777777777777778
764,sj_4b82e7d84630ac8f,21,10,7,2234.0,1040.0,439.0,572.0,343.0,118.0,17.940677966101696,8.813559322033898,4.8474576271186445
779,sj_8be65b5c4cefe53e,33,14,11,5329.0,2907.0,862.0,1138.0,562.0,117.0,44.55555555555556,24.854700854700855,9.735042735042734
791,sj_a8c354258540ebb4,18,8,5,4048.0,1965.0,610.0,981.0,441.0,230.0,16.604347826086958,8.534782608695652,4.256521739130434
795,sj_532f03532623ae4f,22,11,7,1434.0,726.0,311.0,324.0,204.0,65.0,21.076923076923077,11.169230769230769,4.984615384615385
819,sj_b405a203eb7f47a4,15,8,3,511.0,256.0,141.0,149.0,107.0,38.0,12.473684210526315,6.7631578947368425,3.9473684210526314
820,sj_58c3655dc54f2918,30,15,10,1901.0,790.0,369.0,393.0,276.0,61.0,30.18032786885246,12.950819672131148,6.459016393442623
824,sj_384b8f68696b56fb,31,14,8,1762.0,840.0,377.0,392.0,265.0,94.0,17.75531914893617,8.936170212765957,4.170212765957447
825,sj_4b1c32a0580fe979,18,10,7,2172.0,1123.0,393.0,519.0,283.0,106.0,19.5,10.59433962264151,4.89622641509434
826,sj_b92ce94010b8c54a,22,10,7,1261.0,641.0,288.0,334.0,209.0,73.0,16.28767123287671,8.780821917808218,4.575342465753424
828,sj_ef30d511758a6349,22,10,7,1264.0,644.0,288.0,338.0,210.0,72.0,16.569444444444443,8.944444444444445,4.694444444444445
829,sj_38cf1e9427e3dfe2,33,17,11,2243.0,1165.0,413.0,534.0,294.0,108.0,19.77777777777778,10.787037037037036,4.953703703703703
830,sj_ff54baffc65d6478,22,8,6,1599.0,823.0,374.0,442.0,270.0,67.0,22.880597014925375,12.283582089552239,6.611940298507463
831,sj_009f8f5bc6dd3e84,22,9,6,1417.0,712.0,346.0,388.0,244.0,91.0,14.582417582417582,7.824175824175824,4.274725274725275
834,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,861.0,1138.0,562.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
858,sj_0fc06f41c5142445,14,6,4,3530.0,1823.0,518.0,626.0,374.0,170.0,19.770588235294117,10.723529411764705,3.676470588235294
863,sj_80f9cf5582dd8a0f,17,5,3,2026.0,1030.0,432.0,462.0,306.0,92.0,21.032608695652176,11.184782608695652,5.021739130434782
15,sj_3091752bfce8d12c,29,12,7,1599.0,867.0,345.0,386.0,237.0,54.0,28.62962962962963,16.055555555555557,7.148148148148148
16,sj_eba4548a14eb0513,29,12,8,1444.0,765.0,312.0,332.0,218.0,55.0,25.272727272727273,13.909090909090908,6.036363636363636
17,sj_1143f858378b3142,31,13,9,1657.0,892.0,352.0,386.0,247.0,55.0,29.145454545454545,16.21818181818182,7.0181818181818185
18,sj_10a9ef82ef0bf9d0,35,15,8,1531.0,844.0,329.0,335.0,220.0,66.0,22.21212121212121,12.787878787878787,5.075757575757576
19,sj_523383c22f8e1aaf,29,12,7,1571.0,840.0,345.0,381.0,240.0,54.0,28.11111111111111,15.555555555555555,7.055555555555555
20,sj_59b2e66a6fd61d08,31,13,8,1576.0,843.0,346.0,383.0,241.0,54.0,28.203703703703702,15.61111111111111,7.092592592592593
22,sj_f2b0c111768d1bc6,35,15,8,1386.0,705.0,333.0,326.0,232.0,74.0,17.743243243243242,9.527027027027026,4.418918918918919
23,sj_0f2d69a8f049fedb,32,14,7,1712.0,826.0,371.0,351.0,239.0,84.0,19.392857142857142,9.833333333333334,4.166666666666667
24,sj_ea04e44bbe39375a,32,14,7,1545.0,778.0,354.0,361.0,238.0,68.0,21.735294117647058,11.441176470588236,5.323529411764706
25,sj_2e5f627f9846be6b,29,12,7,1551.0,836.0,319.0,366.0,221.0,54.0,27.74074074074074,15.481481481481481,6.777777777777778
26,sj_b55a999823126c2e,31,13,8,1556.0,839.0,320.0,368.0,222.0,54.0,27.833333333333332,15.537037037037036,6.814814814814815
27,sj_630555e0b3d8226a,38,15,8,1277.0,632.0,304.0,278.0,190.0,61.0,19.950819672131146,10.360655737704919,4.557377049180328
28,sj_582e399892705b5e,32,14,7,1318.0,655.0,309.0,290.0,195.0,72.0,17.319444444444443,9.097222222222221,4.013888888888889
36,sj_67120c59ac3a443b,53,17,12,944.0,422.0,237.0,202.0,159.0,52.0,17.173076923076923,8.115384615384615,3.8846153846153846
45,sj_ddb5ef80fb6d2d1a,20,8,7,893.0,436.0,232.0,231.0,168.0,63.0,13.19047619047619,6.920634920634921,3.6666666666666665
48,sj_b234235ec427d876,10,4,4,2033.0,942.0,367.0,428.0,262.0,125.0,15.272,7.552,3.416
49,sj_eb7bf9e8bb10921c,8,4,4,2033.0,942.0,367.0,428.0,262.0,125.0,15.272,7.552,3.416
50,sj_0f52628835910cde,30,10,6,1403.0,661.0,314.0,383.0,238.0,101.0,12.900990099009901,6.544554455445544,3.801980198019802
54,sj_dc8fb4c687607101,37,15,11,1459.0,652.0,305.0,352.0,221.0,97.0,14.051546391752577,6.721649484536083,3.6288659793814433
59,sj_0d9cb4a6ddb98d41,15,7,5,3121.0,1558.0,590.0,739.0,441.0,150.0,19.813333333333333,10.38,4.926666666666667
61,sj_12f4d551bcae7020,31,12,9,961.0,440.0,237.0,216.0,166.0,54.0,16.814814814814813,8.148148148148149,4.0
93,sj_fd5a6ff57ccc6482,22,11,6,1535.0,799.0,318.0,358.0,196.0,88.0,16.454545454545453,9.068181818181818,4.068181818181818
95,sj_6e70a6aecf8a0411,13,4,3,2017.0,949.0,384.0,490.0,282.0,135.0,13.948148148148148,7.022222222222222,3.6296296296296298
117,sj_ae7e226efa52da4b,35,19,10,740.0,390.0,184.0,183.0,120.0,45.0,15.466666666666667,8.688888888888888,4.088888888888889
119,sj_67120c59ac3a443b,53,17,12,944.0,422.0,237.0,202.0,159.0,52.0,17.173076923076923,8.115384615384615,3.8846153846153846
120,sj_669ba8d17afbc364,18,8,5,4306.0,2233.0,682.0,988.0,497.0,124.0,33.733870967741936,18.0,7.967741935483871
127,sj_51e479492f35da28,23,9,5,3443.0,1845.0,647.0,730.0,457.0,79.0,42.59493670886076,23.354430379746834,9.240506329113924
141,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
144,sj_6f76cfbb510fea84,24,10,6,1708.0,821.0,351.0,383.0,236.0,77.0,21.194805194805195,10.662337662337663,4.974025974025974
156,sj_8cadaff7e71c9138,14,10,6,1605.0,738.0,345.0,382.0,249.0,98.0,15.387755102040817,7.530612244897959,3.8979591836734695
167,sj_2a6f287f08e50e40,10,2,2,1213.0,614.0,287.0,275.0,194.0,66.0,17.393939393939394,9.303030303030303,4.166666666666667
250,sj_cbfe8f670f0e1a7b,18,5,4,2291.0,1125.0,454.0,533.0,329.0,129.0,16.767441860465116,8.713178294573643,4.116279069767442
251,sj_12f4d551bcae7020,31,12,9,961.0,440.0,237.0,216.0,166.0,54.0,16.814814814814813,8.148148148148149,4.0
252,sj_11b688127cf4f05c,12,3,3,1971.0,924.0,412.0,474.0,321.0,103.0,18.145631067961165,8.980582524271844,4.611650485436893
253,sj_a03c178a8b615cd4,30,11,8,2043.0,980.0,403.0,440.0,277.0,110.0,17.581818181818182,8.909090909090908,4.0
254,sj_433ce60376aadb8a,15,6,4,1438.0,666.0,306.0,361.0,233.0,78.0,17.44871794871795,8.538461538461538,4.628205128205129
255,sj_658c14aa928e7b3f,25,9,7,1286.0,576.0,277.0,310.0,205.0,66.0,18.5,8.727272727272727,4.696969696969697
263,sj_6e70a6aecf8a0411,13,4,3,2019.0,949.0,385.0,490.0,282.0,135.0,13.962962962962964,7.022222222222222,3.6296296296296298
322,sj_886c9e9fcf000d58,11,5,4,1916.0,928.0,382.0,410.0,289.0,111.0,16.27027027027027,8.36036036036036,3.6936936936936937
404,sj_678c8b3db2c868cc,8,2,2,1119.0,579.0,277.0,258.0,182.0,64.0,16.5,9.03125,4.015625
412,sj_e8d9ae64187bedde,10,3,3,1066.0,511.0,233.0,249.0,169.0,48.0,21.229166666666668,10.625,5.145833333333333
422,sj_ae7e226efa52da4b,35,19,10,740.0,390.0,184.0,183.0,120.0,45.0,15.466666666666667,8.688888888888888,4.088888888888889
423,sj_1c05a4514511769b,7,1,1,1485.0,765.0,335.0,388.0,248.0,24.0,60.916666666666664,31.875,16.166666666666668
424,sj_3265d93bb0a26480,7,1,1,1637.0,841.0,355.0,419.0,266.0,24.0,67.25,35.041666666666664,17.458333333333332
425,sj_3a755407c7a07ddf,32,18,10,1236.0,584.0,240.0,326.0,172.0,99.0,11.494949494949495,5.898989898989899,3.292929292929293
428,sj_aff394c4865887f6,7,1,1,1451.0,720.0,329.0,376.0,245.0,24.0,59.5,30.0,15.666666666666666
430,sj_5038555df968986b,6,2,2,1138.0,553.0,287.0,309.0,216.0,76.0,13.986842105263158,7.276315789473684,4.065789473684211
431,sj_ae7e226efa52da4b,35,19,10,740.0,390.0,184.0,183.0,120.0,45.0,15.466666666666667,8.688888888888888,4.088888888888889
432,sj_fc6c6d649e79860e,17,7,5,1562.0,779.0,356.0,330.0,225.0,73.0,20.410958904109588,10.684931506849315,4.534246575342466
435,sj_3f367b2c127245d9,9,2,2,1294.0,642.0,275.0,339.0,186.0,68.0,18.044117647058822,9.441176470588236,4.985294117647059
436,sj_98e043fcf7980525,31,14,9,1074.0,501.0,236.0,274.0,168.0,90.0,10.944444444444445,5.566666666666666,3.0444444444444443
437,sj_83438b2a2f348153,26,12,7,1067.0,500.0,237.0,278.0,169.0,89.0,11.0,5.617977528089888,3.1235955056179776
438,sj_e8d9ae64187bedde,10,3,3,1066.0,511.0,233.0,249.0,169.0,48.0,21.229166666666668,10.625,5.145833333333333
439,sj_66f8bc83b61e0c8f,33,16,10,1097.0,510.0,238.0,282.0,170.0,90.0,11.2,5.666666666666667,3.1333333333333333
440,sj_3a755407c7a07ddf,32,18,10,1236.0,584.0,240.0,326.0,172.0,99.0,11.494949494949495,5.898989898989899,3.292929292929293
24,sj_08bde6207c165f18,26,7,7,2083.0,1056.0,351.0,587.0,268.0,116.0,16.96551724137931,9.10344827586207,5.060344827586207
44,sj_bdf1715faaa1d4cf,21,7,5,3245.0,1577.0,566.0,744.0,418.0,182.0,16.835164835164836,8.648351648351648,4.076923076923077
46,sj_0207d589ed11d35b,8,2,2,1458.0,720.0,351.0,339.0,258.0,50.0,28.18,14.4,6.78
48,sj_fc35464c92c315e7,22,7,5,1186.0,566.0,267.0,298.0,203.0,58.0,19.46551724137931,9.758620689655173,5.137931034482759
49,sj_dd012d9b3f2be43b,35,10,10,2681.0,1434.0,485.0,688.0,340.0,106.0,24.30188679245283,13.528301886792454,6.490566037735849
52,sj_ef286cb64f466d1d,26,11,7,3613.0,1765.0,583.0,862.0,448.0,187.0,18.32620320855615,9.427807486631016,4.5828877005347595
53,sj_21fedb487835eadf,18,6,3,3315.0,1642.0,584.0,803.0,446.0,170.0,18.50588235294118,9.652941176470588,4.7
57,sj_6eb105c0ddb4c950,17,6,3,3247.0,1604.0,567.0,780.0,431.0,168.0,18.333333333333332,9.541666666666666,4.619047619047619
59,sj_637be38ce1e3f727,24,11,7,3884.0,1925.0,647.0,916.0,495.0,194.0,19.02577319587629,9.917525773195877,4.701030927835052
63,sj_3f299dca213002c4,19,6,3,3192.0,1578.0,555.0,766.0,421.0,166.0,18.234939759036145,9.5,4.590361445783133
64,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
89,sj_baa387948878f89f,20,6,3,2012.0,942.0,432.0,485.0,326.0,111.0,17.135135135135137,8.486486486486486,4.36936936936937
92,sj_8874caf8bd77f058,18,5,4,1411.0,724.0,359.0,370.0,247.0,54.0,25.14814814814815,13.38888888888889,6.851851851851852
95,sj_f3f31430ff9ef765,14,5,3,906.0,422.0,237.0,215.0,154.0,47.0,18.29787234042553,8.97872340425532,4.595744680851064
100,sj_3cf6396ea0e7a555,33,13,8,1403.0,642.0,288.0,348.0,220.0,108.0,12.0,5.944444444444445,3.185185185185185
101,sj_4c568b2458da3283,15,4,3,1431.0,649.0,313.0,316.0,211.0,77.0,17.5974025974026,8.428571428571429,4.103896103896104
106,sj_a87f13af94aecaaf,10,3,2,2604.0,1231.0,504.0,595.0,371.0,148.0,16.60135135135135,8.317567567567568,4.013513513513513
154,sj_09147de858a28016,16,5,4,923.0,470.0,260.0,236.0,181.0,60.0,14.4,7.833333333333333,3.95
155,sj_097e6293e25a9fef,16,5,4,888.0,465.0,243.0,216.0,162.0,58.0,14.327586206896552,8.017241379310345,3.7413793103448274
157,sj_485f7fda5cf2f0c8,16,5,4,919.0,468.0,259.0,235.0,181.0,60.0,14.333333333333334,7.8,3.933333333333333
161,sj_819172752da8b4c6,16,5,4,951.0,502.0,266.0,226.0,171.0,61.0,14.60655737704918,8.229508196721312,3.721311475409836
164,sj_4181e1f1e1c0c06f,9,2,2,1621.0,802.0,368.0,351.0,242.0,72.0,21.52777777777778,11.13888888888889,4.875
170,sj_bd1dd7967d49aac6,35,16,7,936.0,424.0,216.0,200.0,152.0,75.0,11.493333333333334,5.653333333333333,2.6666666666666665
172,sj_4a3937c83c77f9b4,31,14,8,614.0,298.0,159.0,149.0,111.0,42.0,13.642857142857142,7.071428571428571,3.5476190476190474
180,sj_1ef069333e70fc51,16,6,5,1144.0,619.0,266.0,273.0,167.0,65.0,16.615384615384617,9.523076923076923,4.2153846153846155
187,sj_6e2540fa99e9add2,16,6,3,3909.0,1965.0,668.0,864.0,479.0,139.0,27.1294964028777,14.136690647482014,6.223021582733813
191,sj_2fa70a723b988202,36,16,11,3611.0,1960.0,651.0,777.0,442.0,159.0,21.71698113207547,12.320754716981131,4.886792452830188
