,uid,タイトル字数,タイトル語数,タイトル名詞数,原稿字数,原稿語数,原稿異なり語数,原稿名詞数,原稿異なり名詞数,原稿文数,文平均字数,文平均語数,文平均名詞数
428,sj_170ff91880ab9c4c,29,7,5,883.0,373.0,228.0,219.0,166.0,77.0,10.480519480519481,4.8441558441558445,2.844155844155844
429,sj_afd8b65dc44291e2,6,2,2,547.0,225.0,152.0,150.0,112.0,18.0,29.444444444444443,12.5,8.333333333333334
430,sj_110e52c64b4a0420,39,14,9,3077.0,1512.0,593.0,798.0,462.0,176.0,16.488636363636363,8.590909090909092,4.5397727272727275
431,sj_0cdd15b7e8fe1f83,6,2,2,694.0,312.0,182.0,193.0,139.0,21.0,32.095238095238095,14.857142857142858,9.238095238095237
432,sj_a48ab0b68ca06b83,33,11,7,3996.0,2017.0,719.0,819.0,452.0,166.0,23.07831325301205,12.162650602409638,4.9397590361445785
433,sj_8570fa0ffefe209e,27,7,5,1693.0,765.0,360.0,485.0,284.0,110.0,14.4,6.9363636363636365,4.390909090909091
434,sj_161a7a4da60a2328,22,9,6,3937.0,2001.0,714.0,811.0,449.0,165.0,22.866666666666667,12.139393939393939,4.921212121212121
435,sj_7b7d7eeb7b744121,17,5,3,1173.0,525.0,269.0,310.0,201.0,75.0,14.653333333333334,7.0,4.133333333333334
443,sj_f4e9f8b44494bd17,37,16,13,1761.0,836.0,385.0,447.0,288.0,96.0,17.354166666666668,8.708333333333334,4.635416666666667
447,sj_3850d4610faa6f4b,27,14,8,1405.0,667.0,284.0,383.0,211.0,82.0,16.146341463414632,8.134146341463415,4.670731707317073
448,sj_8f6c6b30079f0ac3,16,6,4,1982.0,861.0,369.0,389.0,269.0,119.0,15.663865546218487,7.243697478991597,3.277310924369748
450,sj_04165c59a693903c,12,6,3,3204.0,1684.0,502.0,690.0,383.0,211.0,14.189573459715639,7.981042654028436,3.2606635071090047
467,sj_0e3e3c504fc078ee,36,11,6,2386.0,1085.0,474.0,551.0,354.0,104.0,21.951923076923077,10.432692307692308,5.3173076923076925
471,sj_280b89a5ad893e1d,57,24,16,1967.0,1050.0,363.0,464.0,241.0,91.0,20.626373626373628,11.538461538461538,5.0989010989010985
472,sj_6e2540fa99e9add2,16,6,3,3887.0,1957.0,667.0,860.0,477.0,138.0,27.17391304347826,14.181159420289855,6.239130434782608
473,sj_599a3d0bf38962d4,50,27,14,951.0,464.0,252.0,250.0,182.0,26.0,35.61538461538461,17.884615384615383,9.615384615384615
475,sj_434c48f6075a7d1f,23,10,7,631.0,325.0,173.0,190.0,130.0,43.0,13.69767441860465,7.558139534883721,4.4186046511627906
495,sj_c2135173312641ba,45,16,10,2093.0,958.0,403.0,482.0,295.0,125.0,15.752,7.664,3.856
522,sj_6e2540fa99e9add2,16,6,3,3887.0,1957.0,667.0,860.0,477.0,138.0,27.17391304347826,14.181159420289855,6.239130434782608
544,sj_329de10c7a6d7602,21,7,3,1392.0,675.0,331.0,366.0,255.0,81.0,16.19753086419753,8.333333333333334,4.518518518518518
545,sj_67c2b20a6efc16d2,10,3,3,1018.0,489.0,228.0,237.0,166.0,44.0,22.15909090909091,11.090909090909092,5.340909090909091
549,sj_0931a022912da85c,6,3,3,1061.0,546.0,251.0,276.0,172.0,63.0,15.857142857142858,8.666666666666666,4.396825396825397
562,sj_6f01465eaa3c6950,34,9,7,1659.0,523.0,276.0,312.0,215.0,104.0,14.961538461538462,5.019230769230769,2.9903846153846154
563,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,861.0,1138.0,562.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
566,sj_8a4ea725a7129766,21,7,3,1421.0,674.0,334.0,369.0,258.0,83.0,16.132530120481928,8.120481927710843,4.445783132530121
567,sj_32ffbf98dc355805,12,5,4,1515.0,679.0,300.0,336.0,215.0,94.0,15.127659574468085,7.223404255319149,3.5638297872340425
568,sj_670d22159f559b51,9,4,3,2972.0,1362.0,566.0,725.0,452.0,162.0,17.35185185185185,8.401234567901234,4.487654320987654
576,sj_084eab5e22ee5b99,42,16,11,1562.0,721.0,359.0,356.0,262.0,85.0,17.388235294117646,8.48235294117647,4.188235294117647
579,sj_802acab78d61e5cc,8,3,3,1507.0,690.0,346.0,353.0,255.0,94.0,15.042553191489361,7.340425531914893,3.734042553191489
626,sj_2c8505ffb38495f4,14,6,3,1898.0,928.0,406.0,448.0,305.0,96.0,18.78125,9.666666666666666,4.666666666666667
629,sj_3859f061af306080,16,6,3,1367.0,682.0,277.0,278.0,182.0,52.0,25.307692307692307,13.115384615384615,5.346153846153846
649,sj_f026a7b40804b996,9,4,3,2733.0,1389.0,541.0,717.0,415.0,118.0,22.16949152542373,11.76271186440678,6.076271186440678
652,sj_267fc54ff917701b,9,4,3,1724.0,832.0,373.0,393.0,260.0,76.0,21.69736842105263,10.947368421052632,5.171052631578948
654,sj_30d52a04f2713db5,10,5,3,2142.0,1011.0,436.0,563.0,336.0,122.0,16.565573770491802,8.28688524590164,4.614754098360656
679,sj_5f8b9d2dfcecfd87,47,21,15,1499.0,680.0,344.0,365.0,259.0,114.0,12.157894736842104,5.964912280701754,3.2017543859649122
696,sj_7f9c662862451b94,13,5,4,3563.0,1720.0,634.0,843.0,490.0,201.0,16.73134328358209,8.557213930348258,4.189054726368159
698,sj_ca4b81792766e2a9,14,4,3,2458.0,1217.0,463.0,598.0,334.0,129.0,18.06201550387597,9.434108527131784,4.635658914728682
699,sj_5fa956dc6c87be86,23,10,5,979.0,458.0,239.0,243.0,177.0,60.0,15.333333333333334,7.633333333333334,4.033333333333333
709,sj_7f9c662862451b94,13,5,4,3561.0,1719.0,632.0,843.0,489.0,201.0,16.72139303482587,8.552238805970148,4.189054726368159
710,sj_ce8de7504ac1b26c,24,8,5,3148.0,1658.0,489.0,675.0,373.0,206.0,14.28640776699029,8.048543689320388,3.266990291262136
777,sj_b1b72b90ef98d9e8,49,27,13,1069.0,549.0,273.0,302.0,198.0,26.0,40.15384615384615,21.153846153846153,11.615384615384615
779,sj_6e21f4d63d171bf8,37,19,8,870.0,402.0,222.0,210.0,157.0,26.0,32.5,15.461538461538462,8.076923076923077
780,sj_3f3d03dd3542366a,64,30,17,1467.0,747.0,347.0,367.0,239.0,52.0,27.23076923076923,14.365384615384615,7.0576923076923075
781,sj_32ffbf98dc355805,12,5,4,1515.0,679.0,300.0,336.0,215.0,94.0,15.127659574468085,7.223404255319149,3.5638297872340425
782,sj_67c2b20a6efc16d2,10,3,3,1071.0,516.0,247.0,253.0,181.0,49.0,20.877551020408163,10.510204081632653,5.122448979591836
783,sj_2c74500fffaa0479,46,23,12,722.0,343.0,184.0,168.0,120.0,50.0,13.46,6.86,3.36
785,sj_66c3bd0836ecb3ea,13,5,4,901.0,417.0,248.0,236.0,182.0,56.0,15.107142857142858,7.446428571428571,4.214285714285714
789,sj_1b54fbe11c04a4f4,16,5,4,1029.0,544.0,269.0,238.0,178.0,65.0,14.846153846153847,8.36923076923077,3.6769230769230767
790,sj_434c48f6075a7d1f,23,10,7,631.0,325.0,173.0,190.0,130.0,43.0,13.69767441860465,7.558139534883721,4.4186046511627906
791,sj_c691514adfef2b2b,27,11,7,1767.0,871.0,375.0,358.0,235.0,76.0,22.263157894736842,11.447368421052632,4.7105263157894735
792,sj_003f8a772c31098b,16,5,4,923.0,470.0,260.0,236.0,181.0,60.0,14.4,7.833333333333333,3.95
796,sj_599a3d0bf38962d4,50,27,14,951.0,464.0,252.0,250.0,182.0,26.0,35.61538461538461,17.884615384615383,9.615384615384615
797,sj_f0630dcb6c2b1e42,44,24,12,1066.0,516.0,281.0,280.0,204.0,26.0,40.03846153846154,19.884615384615383,10.76923076923077
799,sj_3800d6150a57faa5,46,20,12,1077.0,536.0,234.0,217.0,146.0,40.0,25.95,13.4,5.425
803,sj_3973b9a8d8f6497a,11,5,4,1260.0,681.0,297.0,297.0,188.0,58.0,20.74137931034483,11.741379310344827,5.137931034482759
804,sj_25ee2c0cab386b2f,14,4,3,1142.0,616.0,266.0,270.0,167.0,65.0,16.584615384615386,9.476923076923077,4.1692307692307695
805,sj_04d3f26552f23b84,12,5,4,1149.0,622.0,267.0,274.0,168.0,65.0,16.692307692307693,9.569230769230769,4.230769230769231
809,sj_2c74500fffaa0479,46,23,12,722.0,343.0,184.0,168.0,120.0,50.0,13.46,6.86,3.36
810,sj_66c3bd0836ecb3ea,13,5,4,846.0,388.0,226.0,219.0,166.0,51.0,15.607843137254902,7.607843137254902,4.294117647058823
811,sj_67c2b20a6efc16d2,10,3,3,1071.0,516.0,247.0,253.0,181.0,49.0,20.877551020408163,10.510204081632653,5.122448979591836
812,sj_8bad57adeae823fa,11,3,3,1039.0,530.0,262.0,257.0,185.0,57.0,17.24561403508772,9.298245614035087,4.508771929824562
813,sj_ca649622d6f86744,11,4,2,2647.0,1309.0,507.0,601.0,350.0,142.0,17.64788732394366,9.211267605633802,4.225352112676056
815,sj_45dee5e3082cf43d,56,28,15,1088.0,527.0,277.0,285.0,203.0,26.0,40.88461538461539,20.26923076923077,10.961538461538462
816,sj_fa83dd3d2678b4dd,37,19,9,761.0,372.0,206.0,183.0,140.0,26.0,28.307692307692307,14.307692307692308,7.038461538461538
817,sj_dc835c52769b97b1,80,40,23,1585.0,804.0,330.0,375.0,224.0,65.0,23.4,12.36923076923077,5.769230769230769
818,sj_b0ac49ca88a46a11,37,19,9,900.0,444.0,238.0,232.0,173.0,26.0,33.65384615384615,17.076923076923077,8.923076923076923
820,sj_c2d6815418aeadab,84,38,24,1594.0,813.0,338.0,403.0,229.0,65.0,23.53846153846154,12.492307692307692,6.2153846153846155
821,sj_f7d3b061347e6b1c,23,9,5,2243.0,1145.0,440.0,556.0,321.0,128.0,16.53125,8.9453125,4.3515625
823,sj_32ff32b653962063,44,22,12,976.0,474.0,256.0,262.0,181.0,26.0,36.57692307692308,18.23076923076923,10.076923076923077
826,sj_ecd8164f3821576a,50,19,11,849.0,366.0,215.0,234.0,171.0,62.0,12.709677419354838,5.903225806451613,3.774193548387097
835,sj_76ce3d0cc72fe72e,30,13,8,1841.0,925.0,276.0,401.0,182.0,143.0,11.881118881118882,6.468531468531468,2.804195804195804
836,sj_6b3346780cdb043b,41,18,12,3167.0,1628.0,445.0,751.0,338.0,227.0,12.955947136563877,7.171806167400881,3.3083700440528636
860,sj_6e2540fa99e9add2,16,6,3,3887.0,1957.0,667.0,860.0,477.0,138.0,27.17391304347826,14.181159420289855,6.239130434782608
22,sj_04dc4365cd78bfcd,26,13,10,1503.0,771.0,334.0,406.0,229.0,68.0,21.11764705882353,11.338235294117647,5.970588235294118
24,sj_c9903458eb37b67f,24,13,9,1504.0,770.0,337.0,403.0,231.0,68.0,21.13235294117647,11.323529411764707,5.926470588235294
27,sj_0cb1a123d67f5f64,11,4,4,2196.0,1165.0,419.0,475.0,266.0,87.0,24.25287356321839,13.39080459770115,5.459770114942529
28,sj_a85cffd58ef3bfce,10,3,3,1718.0,876.0,355.0,394.0,241.0,72.0,22.875,12.166666666666666,5.472222222222222
29,sj_28ce79b17dbc75f0,11,4,4,2157.0,1146.0,415.0,471.0,262.0,85.0,24.388235294117646,13.48235294117647,5.541176470588235
30,sj_a4a237b6f285eacd,10,4,4,1523.0,702.0,311.0,403.0,227.0,120.0,11.7,5.841666666666667,3.35
31,sj_2ed7345000051743,20,8,5,1341.0,689.0,260.0,263.0,177.0,82.0,15.365853658536585,8.414634146341463,3.207317073170732
32,sj_9a8e717fc545c1ab,22,11,7,3542.0,1734.0,645.0,825.0,491.0,129.0,26.46511627906977,13.44186046511628,6.395348837209302
33,sj_761e2ef6a53d6793,22,11,7,3789.0,1861.0,665.0,909.0,513.0,143.0,25.503496503496503,13.006993006993007,6.370629370629371
34,sj_32055dadfd108ec1,23,11,5,2148.0,1091.0,407.0,436.0,260.0,69.0,30.144927536231883,15.81159420289855,6.318840579710145
35,sj_cd349ecaf7a9a0e0,11,5,3,2594.0,1298.0,429.0,501.0,272.0,145.0,16.896551724137932,8.951724137931034,3.4551724137931035
43,sj_0f71374b474fc9bd,9,3,3,2553.0,1278.0,417.0,490.0,261.0,142.0,16.985915492957748,9.0,3.4507042253521125
52,sj_66f8bc83b61e0c8f,33,16,10,1097.0,510.0,238.0,282.0,170.0,90.0,11.2,5.666666666666667,3.1333333333333333
55,sj_1481e6cf2717e39e,10,3,3,1085.0,521.0,248.0,257.0,182.0,51.0,20.294117647058822,10.196078431372548,5.0
69,sj_d3e0a459ce54ae25,14,6,5,4996.0,2463.0,725.0,1140.0,520.0,269.0,17.576208178438662,9.148698884758364,4.230483271375465
79,sj_433ce60376aadb8a,15,6,4,1494.0,694.0,322.0,377.0,244.0,83.0,17.012048192771083,8.36144578313253,4.542168674698795
80,sj_1481e6cf2717e39e,10,3,3,1032.0,494.0,229.0,241.0,167.0,46.0,21.456521739130434,10.717391304347826,5.195652173913044
88,sj_25775e5a60c4ccc8,37,9,9,1490.0,776.0,346.0,375.0,248.0,62.0,23.048387096774192,12.516129032258064,6.048387096774194
93,sj_6a6569353539aad3,28,11,7,1310.0,646.0,308.0,303.0,218.0,93.0,13.096774193548388,6.924731182795699,3.2580645161290325
94,sj_317520ec1fd449c9,18,6,4,1463.0,725.0,325.0,343.0,221.0,109.0,12.431192660550458,6.6422018348623855,3.18348623853211
97,sj_8fac748f6b76ec0a,27,11,9,5873.0,3152.0,897.0,1169.0,581.0,223.0,25.340807174887892,14.134529147982063,5.237668161434978
98,sj_2141e2b90e6f37b5,8,2,2,1846.0,921.0,369.0,470.0,259.0,133.0,12.887218045112782,6.917293233082707,3.556390977443609
106,sj_67120c59ac3a443b,53,17,12,944.0,422.0,237.0,202.0,159.0,52.0,17.173076923076923,8.115384615384615,3.8846153846153846
133,sj_01bfddd260750754,13,4,2,3013.0,1601.0,493.0,635.0,369.0,189.0,14.947089947089948,8.470899470899472,3.3544973544973544
171,sj_a08e5f7c4d5ac9ee,10,4,3,1465.0,718.0,333.0,325.0,225.0,79.0,17.556962025316455,9.08860759493671,4.113924050632911
177,sj_da1cf5820b4cc271,16,6,3,3700.0,1874.0,649.0,811.0,462.0,128.0,27.9140625,14.640625,6.34375
264,sj_8950ca3a1d0015be,8,4,4,1571.0,765.0,346.0,410.0,255.0,129.0,11.186046511627907,5.9147286821705425,3.1782945736434107
284,sj_ae2d5f0c3bfb10fd,33,12,9,1701.0,786.0,353.0,343.0,236.0,92.0,17.5,8.543478260869565,3.7282608695652173
285,sj_84fecdad1a794912,20,5,4,933.0,419.0,215.0,221.0,151.0,56.0,15.678571428571429,7.482142857142857,3.9464285714285716
286,sj_6e2873a618aa4f48,28,9,5,948.0,432.0,221.0,217.0,150.0,54.0,16.574074074074073,8.0,4.018518518518518
287,sj_34c62d3e57c4b4ac,41,16,11,1700.0,786.0,354.0,343.0,237.0,92.0,17.48913043478261,8.543478260869565,3.7282608695652173
290,sj_51f9f8c01ed09410,16,5,4,887.0,456.0,242.0,222.0,166.0,59.0,14.05084745762712,7.728813559322034,3.7796610169491527
292,sj_2141e2b90e6f37b5,8,2,2,1846.0,921.0,369.0,470.0,259.0,133.0,12.887218045112782,6.917293233082707,3.556390977443609
294,sj_67120c59ac3a443b,53,17,12,945.0,424.0,240.0,203.0,161.0,52.0,17.192307692307693,8.153846153846153,3.9038461538461537
303,sj_71436e044204bc72,22,10,5,3232.0,1644.0,561.0,729.0,392.0,103.0,30.388349514563107,15.96116504854369,7.077669902912621
305,sj_ae30ed6e7c8f9055,6,4,3,3690.0,1962.0,624.0,840.0,427.0,134.0,26.544776119402986,14.64179104477612,6.268656716417911
314,sj_8f6c6e21dd142879,20,8,7,919.0,440.0,242.0,239.0,177.0,64.0,13.375,6.875,3.734375
316,sj_3cebe12659ac0149,14,5,3,2268.0,1167.0,444.0,504.0,297.0,92.0,23.66304347826087,12.684782608695652,5.489130434782608
319,sj_d2fdc6268f39a4a6,20,8,7,933.0,455.0,246.0,242.0,179.0,66.0,13.151515151515152,6.893939393939394,3.6666666666666665
320,sj_40f63c049666f220,4,2,2,2551.0,1283.0,502.0,610.0,339.0,133.0,18.18796992481203,9.646616541353383,4.586466165413534
338,sj_7bb45cacbd5c6760,29,13,7,1041.0,490.0,252.0,280.0,198.0,68.0,14.323529411764707,7.205882352941177,4.117647058823529
372,sj_51d755a9a395219a,25,8,7,1446.0,676.0,296.0,377.0,206.0,85.0,16.023529411764706,7.952941176470588,4.435294117647059
373,sj_18f348f551f33343,69,35,23,1854.0,899.0,343.0,427.0,226.0,80.0,22.1875,11.2375,5.3375
374,sj_214bfcb839830acb,45,17,11,1642.0,755.0,297.0,405.0,225.0,106.0,14.5,7.122641509433962,3.8207547169811322
377,sj_da50bdf697a35972,21,10,6,472.0,235.0,132.0,121.0,92.0,30.0,14.766666666666667,7.833333333333333,4.033333333333333
378,sj_5b187a821c81d2aa,15,4,3,2799.0,1460.0,458.0,580.0,305.0,155.0,17.06451612903226,9.412903225806451,3.7225806451612904
400,sj_0f349b3551c32da8,8,3,3,1379.0,660.0,343.0,329.0,235.0,76.0,17.157894736842106,8.68421052631579,4.328947368421052
402,sj_11b688127cf4f05c,12,3,3,2029.0,954.0,422.0,490.0,331.0,109.0,17.623853211009173,8.761467889908257,4.504587155963303
404,sj_67120c59ac3a443b,53,17,12,1016.0,457.0,256.0,220.0,174.0,59.0,16.23728813559322,7.745762711864407,3.7288135593220337
405,sj_433ce60376aadb8a,15,6,4,1494.0,694.0,322.0,377.0,244.0,83.0,17.012048192771083,8.36144578313253,4.542168674698795
416,sj_1481e6cf2717e39e,10,3,3,1085.0,521.0,248.0,257.0,182.0,51.0,20.294117647058822,10.196078431372548,5.0
423,sj_a5b05ae7d5cd84a7,29,13,8,1632.0,780.0,300.0,470.0,224.0,76.0,20.486842105263158,10.263157894736842,6.184210526315789
425,sj_cd8f6f2fdbc609f0,22,9,8,969.0,478.0,255.0,250.0,176.0,63.0,14.396825396825397,7.587301587301587,3.9682539682539684
426,sj_d897cd07cdc3db28,39,17,10,1953.0,896.0,377.0,406.0,264.0,97.0,19.144329896907216,9.237113402061855,4.185567010309279
427,sj_0f71374b474fc9bd,9,3,3,2594.0,1297.0,427.0,501.0,271.0,145.0,16.896551724137932,8.944827586206896,3.4551724137931035
429,sj_ede473f3a2a87634,13,4,4,4102.0,2001.0,691.0,988.0,535.0,167.0,23.568862275449103,11.982035928143713,5.916167664670659
430,sj_5e5e8710277a8d53,19,7,5,3836.0,1856.0,646.0,888.0,503.0,151.0,24.410596026490065,12.291390728476822,5.880794701986755
433,sj_11b688127cf4f05c,12,3,3,2029.0,954.0,422.0,490.0,331.0,109.0,17.623853211009173,8.761467889908257,4.504587155963303
434,sj_86bf44f4a9324fe4,28,7,5,1665.0,751.0,355.0,479.0,280.0,108.0,14.425925925925926,6.935185185185185,4.416666666666667
435,sj_761e2ef6a53d6793,22,11,7,3789.0,1861.0,665.0,909.0,513.0,143.0,25.503496503496503,13.006993006993007,6.370629370629371
436,sj_433ce60376aadb8a,15,6,4,1494.0,694.0,322.0,377.0,244.0,83.0,17.012048192771083,8.36144578313253,4.542168674698795
452,sj_469c3f13b3c9d2a0,13,4,3,1996.0,941.0,380.0,487.0,279.0,133.0,14.015037593984962,7.067669172932331,3.661654135338346
453,sj_317520ec1fd449c9,18,6,4,1463.0,725.0,325.0,343.0,221.0,109.0,12.431192660550458,6.6422018348623855,3.18348623853211
454,sj_2141e2b90e6f37b5,8,2,2,1846.0,921.0,369.0,470.0,259.0,133.0,12.887218045112782,6.917293233082707,3.556390977443609
480,sj_8ce11b758550b424,16,6,3,1814.0,851.0,383.0,421.0,272.0,92.0,18.72826086956522,9.25,4.586956521739131
507,sj_761e2ef6a53d6793,22,11,7,3843.0,1887.0,679.0,924.0,524.0,148.0,24.972972972972972,12.743243243243244,6.256756756756757
508,sj_1481e6cf2717e39e,10,3,3,1085.0,521.0,248.0,257.0,182.0,51.0,20.294117647058822,10.196078431372548,5.0
511,sj_1481e6cf2717e39e,10,3,3,1085.0,521.0,248.0,257.0,182.0,51.0,20.294117647058822,10.196078431372548,5.0
515,sj_51d755a9a395219a,25,8,7,1446.0,676.0,296.0,377.0,206.0,85.0,16.023529411764706,7.952941176470588,4.435294117647059
519,sj_e1384d0a8895fe9a,57,24,16,1965.0,1049.0,361.0,464.0,241.0,91.0,20.604395604395606,11.527472527472527,5.0989010989010985
522,sj_47dd5a1ed538c135,3,2,2,2083.0,1097.0,455.0,494.0,307.0,75.0,26.786666666666665,14.626666666666667,6.573333333333333
524,sj_b52e5ed80181d878,32,19,11,4802.0,2511.0,772.0,1095.0,543.0,112.0,41.88392857142857,22.419642857142858,9.758928571428571
525,sj_b308973e7148266b,22,8,5,546.0,250.0,150.0,138.0,114.0,25.0,20.88,10.0,5.52
526,sj_93d80c8c5ded4a69,41,17,11,1770.0,844.0,374.0,382.0,239.0,97.0,17.257731958762886,8.70103092783505,3.9381443298969074
531,sj_8538eae344a3cb49,7,4,4,1395.0,688.0,302.0,325.0,224.0,67.0,19.83582089552239,10.26865671641791,4.850746268656716
534,sj_75b33da6d24e26e2,28,8,6,2292.0,1054.0,402.0,497.0,287.0,66.0,33.74242424242424,15.969696969696969,7.53030303030303
539,sj_2c094105190965b3,30,14,10,1537.0,748.0,338.0,374.0,256.0,73.0,20.068493150684933,10.246575342465754,5.109589041095891
542,sj_9af0024d3e83f63c,11,3,3,568.0,247.0,162.0,150.0,124.0,52.0,9.942307692307692,4.75,2.8846153846153846
543,sj_469c3f13b3c9d2a0,13,4,3,2051.0,970.0,399.0,504.0,294.0,138.0,13.869565217391305,7.021739130434782,3.652173913043478
546,sj_2ff2356c0ceb48fd,26,16,7,1483.0,778.0,306.0,402.0,210.0,87.0,16.057471264367816,8.96551724137931,4.632183908045977
565,sj_a4a237b6f285eacd,10,4,4,1523.0,702.0,311.0,403.0,227.0,120.0,11.7,5.841666666666667,3.35
567,sj_fbd19c3b23f5a102,32,17,8,2179.0,1143.0,415.0,508.0,302.0,158.0,12.79746835443038,7.234177215189874,3.2088607594936707
568,sj_f5c5e7eb47b7f39b,26,12,7,992.0,447.0,226.0,239.0,156.0,71.0,12.985915492957746,6.295774647887324,3.3661971830985915
569,sj_45977d424c81e05f,24,10,7,2475.0,1299.0,463.0,506.0,323.0,130.0,18.046153846153846,9.992307692307692,3.8923076923076922
570,sj_54cce23067c1ceec,12,6,4,2010.0,886.0,366.0,375.0,272.0,101.0,18.91089108910891,8.772277227722773,3.702970297029703
571,sj_368f08da46ab6c6b,6,2,2,596.0,242.0,150.0,160.0,112.0,20.0,28.85,12.1,8.05
572,sj_fbadd5bdb79bddd0,10,4,4,715.0,374.0,205.0,167.0,126.0,47.0,14.23404255319149,7.957446808510638,3.5531914893617023
576,sj_06a6c41e4c2c6611,22,11,7,3741.0,1811.0,670.0,887.0,515.0,146.0,24.63013698630137,12.397260273972602,6.095890410958904
577,sj_dc6ce0ba38475ca9,7,4,3,667.0,324.0,200.0,169.0,130.0,44.0,14.181818181818182,7.363636363636363,3.840909090909091
580,sj_bc193e810b5c3e3a,22,11,7,3580.0,1766.0,641.0,856.0,486.0,133.0,25.924812030075188,13.270676691729323,6.458646616541353
585,sj_9a8e717fc545c1ab,22,11,7,3542.0,1734.0,645.0,825.0,491.0,129.0,26.46511627906977,13.44186046511628,6.395348837209302
586,sj_761e2ef6a53d6793,22,11,7,3789.0,1861.0,665.0,909.0,513.0,143.0,25.503496503496503,13.006993006993007,6.370629370629371
592,sj_d1241f78da97990c,9,4,3,1565.0,742.0,341.0,389.0,252.0,85.0,17.423529411764704,8.729411764705882,4.588235294117647
598,sj_e6bc4adb4f547aaf,9,4,3,899.0,427.0,216.0,221.0,152.0,57.0,14.789473684210526,7.491228070175438,3.8771929824561404
600,sj_43da2c47f2585986,9,4,3,1643.0,764.0,362.0,411.0,278.0,113.0,13.548672566371682,6.752212389380531,3.6371681415929205
601,sj_fe5e2dc8ee7530fb,9,4,3,2066.0,1015.0,440.0,490.0,315.0,101.0,19.465346534653467,10.049504950495049,4.851485148514851
602,sj_fa678d54d601bd93,9,4,3,1090.0,490.0,243.0,295.0,181.0,82.0,12.304878048780488,5.975609756097561,3.6097560975609757
604,sj_a12116d353ea269b,9,4,3,1994.0,969.0,426.0,501.0,306.0,115.0,16.347826086956523,8.417391304347825,4.356521739130435
605,sj_08ffaff999c92352,9,4,3,1415.0,675.0,305.0,353.0,219.0,84.0,15.857142857142858,8.035714285714286,4.2023809523809526
614,sj_9082697bcbe142ab,21,7,3,1375.0,670.0,330.0,362.0,254.0,81.0,15.987654320987655,8.271604938271604,4.469135802469136
628,sj_802acab78d61e5cc,8,3,3,1507.0,690.0,346.0,353.0,255.0,94.0,15.042553191489361,7.340425531914893,3.734042553191489
652,sj_a4a237b6f285eacd,10,4,4,1563.0,721.0,323.0,414.0,237.0,123.0,11.715447154471544,5.853658536585366,3.3577235772357725
663,sj_67b8322268bf69d6,37,12,6,1618.0,753.0,338.0,434.0,252.0,104.0,14.567307692307692,7.25,4.1826923076923075
665,sj_c2cc9e0d8bab581c,14,5,5,2030.0,1031.0,455.0,482.0,335.0,115.0,16.660869565217393,8.965217391304348,4.191304347826087
666,sj_1481e6cf2717e39e,10,3,3,1032.0,494.0,229.0,241.0,167.0,46.0,21.456521739130434,10.717391304347826,5.195652173913044
673,sj_67120c59ac3a443b,53,17,12,1016.0,457.0,256.0,220.0,174.0,59.0,16.23728813559322,7.745762711864407,3.7288135593220337
674,sj_1481e6cf2717e39e,10,3,3,1032.0,494.0,229.0,241.0,167.0,46.0,21.456521739130434,10.717391304347826,5.195652173913044
675,sj_511bd3d5174b05b8,16,6,5,1243.0,613.0,290.0,333.0,215.0,24.0,50.833333333333336,25.541666666666668,13.875
676,sj_291925622cf8f6fe,24,10,9,1414.0,734.0,340.0,366.0,241.0,77.0,17.376623376623378,9.545454545454545,4.740259740259741
677,sj_bc193e810b5c3e3a,22,11,7,3634.0,1792.0,655.0,871.0,497.0,138.0,25.340579710144926,12.978260869565217,6.333333333333333
678,sj_9a8e717fc545c1ab,22,11,7,3542.0,1734.0,645.0,825.0,491.0,129.0,26.46511627906977,13.44186046511628,6.395348837209302
681,sj_761e2ef6a53d6793,22,11,7,3843.0,1887.0,679.0,924.0,524.0,148.0,24.972972972972972,12.743243243243244,6.256756756756757
692,sj_761e2ef6a53d6793,22,11,7,3791.0,1862.0,666.0,909.0,513.0,143.0,25.517482517482517,13.013986013986013,6.370629370629371
719,sj_64da389308b5a43d,25,10,7,3049.0,1605.0,481.0,561.0,352.0,153.0,18.934640522875817,10.49673202614379,3.6666666666666665
724,sj_dca6aefdf2c6cd1d,36,9,7,1630.0,558.0,278.0,313.0,216.0,92.0,16.72826086956522,6.054347826086956,3.391304347826087
728,sj_398c7202c580aeb6,34,9,7,1676.0,533.0,283.0,318.0,219.0,106.0,14.820754716981131,5.018867924528302,2.990566037735849
729,sj_67120c59ac3a443b,53,17,12,944.0,422.0,237.0,202.0,159.0,52.0,17.173076923076923,8.115384615384615,3.8846153846153846
731,sj_38bc1d6887c9112c,23,10,6,1604.0,822.0,284.0,302.0,183.0,82.0,18.573170731707318,10.024390243902438,3.682926829268293
785,sj_a7278c8e6ced7b75,10,4,4,898.0,417.0,229.0,216.0,161.0,47.0,18.127659574468087,8.851063829787234,4.574468085106383
786,sj_6aa304bbd15c3176,48,18,13,1741.0,828.0,353.0,378.0,257.0,110.0,14.836363636363636,7.527272727272727,3.4363636363636365
813,sj_a4fc27bdad3ae3b9,20,7,4,891.0,438.0,223.0,191.0,143.0,52.0,16.153846153846153,8.403846153846153,3.673076923076923
814,sj_73b538e1a203256b,18,10,7,635.0,314.0,162.0,164.0,107.0,43.0,13.790697674418604,7.3023255813953485,3.813953488372093
